project_id,gse,library_id,platform_id,sample_type,donor_patient,technology_simple,tcr_vdj_flag,matrix_file,library_index
GSE125527,GSE125527,GSM3576396,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,1
GSE125527,GSE125527,GSM3576397,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,2
GSE125527,GSE125527,GSM3576398,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,3
GSE125527,GSE125527,GSM3576399,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,4
GSE125527,GSE125527,GSM3576400,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,5
GSE125527,GSE125527,GSM3576401,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,6
GSE125527,GSE125527,GSM3576402,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,7
GSE125527,GSE125527,GSM3576403,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,8
GSE125527,GSE125527,GSM3576404,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,9
GSE125527,GSE125527,GSM3576405,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,10
GSE125527,GSE125527,GSM3576406,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,11
GSE125527,GSE125527,GSM3576407,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,12
GSE125527,GSE125527,GSM3576408,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,13
GSE125527,GSE125527,GSM3576409,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,14
GSE125527,GSE125527,GSM3576410,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,15
GSE125527,GSE125527,GSM3576411,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,16
GSE125527,GSE125527,GSM3576412,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,17
GSE125527,GSE125527,GSM3576413,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,18
GSE125527,GSE125527,GSM3576414,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,19
GSE125527,GSE125527,GSM3576415,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,20
GSE125527,GSE125527,GSM3576416,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,21
GSE125527,GSE125527,GSM3576417,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,22
GSE125527,GSE125527,GSM3576418,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,23
GSE125527,GSE125527,GSM3576419,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,24
GSE125527,GSE125527,GSM3576420,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,25
GSE125527,GSE125527,GSM3576421,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,26
GSE125527,GSE125527,GSM3576422,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,27
GSE125527,GSE125527,GSM3576423,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,28
GSE125527,GSE125527,GSM3576424,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,29
GSE125527,GSE125527,GSM3576425,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,30
GSE125527,GSE125527,GSM3576426,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,31
GSE125527,GSE125527,GSM3576427,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,32
GSE125527,GSE125527,GSM3576428,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,33
GSE125527,GSE125527,GSM3576429,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,34
GSE125527,GSE125527,GSM3576430,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,35
GSE125527,GSE125527,GSM3576431,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,36
GSE125527,GSE125527,GSM3576432,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,37
GSE125527,GSE125527,GSM3576433,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,38
GSE125527,GSE125527,GSM3576434,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,1
GSE125527,GSE125527,GSM3576435,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,2
GSE125527,GSE125527,GSM3576436,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,3
GSE125527,GSE125527,GSM3576437,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,4
GSE125527,GSE125527,GSM3576438,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,5
GSE125527,GSE125527,GSM3576439,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,6
GSE125527,GSE125527,GSM3576440,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,7
GSE125527,GSE125527,GSM3576441,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,39
GSE125527,GSE125527,GSM3576442,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,40
GSE125527,GSE125527,GSM3576443,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,8
GSE125527,GSE125527,GSM3576444,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,9
GSE125527,GSE125527,GSM3576445,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,10
GSE125527,GSE125527,GSM3576446,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,41
GSE125527,GSE125527,GSM3576447,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,11
GSE125527,GSE125527,GSM3576448,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,12
GSE125527,GSE125527,GSM3576449,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,13
GSE125527,GSE125527,GSM3576450,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,14
GSE125527,GSE125527,GSM3576451,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,15
GSE125527,GSE125527,GSM3576452,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,16
GSE125527,GSE125527,GSM3576453,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,17
GSE125527,GSE125527,GSM3576454,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,18
GSE125527,GSE125527,GSM3576455,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,42
GSE125527,GSE125527,GSM3576456,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,43
GSE125527,GSE125527,GSM3576457,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,19
GSE125527,GSE125527,GSM3576458,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,20
GSE125527,GSE125527,GSM3576459,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,21
GSE125527,GSE125527,GSM3576460,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,44
GSE125527,GSE125527,GSM3576461,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,45
GSE125527,GSE125527,GSM3576462,GPL24676,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,22
GSE125527,GSE125527,GSM3576463,GPL24676,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,23
GSE125527,GSE125527,GSM3576464,GPL24676,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,24
GSE125527,GSE125527,GSM3576465,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,46
GSE125527,GSE125527,GSM3576466,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,47
GSE125527,GSE125527,GSM3576467,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,25
GSE125527,GSE125527,GSM3576468,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,26
GSE125527,GSE125527,GSM3576469,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,27
GSE125527,GSE125527,GSM3576470,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,28
GSE125527,GSE125527,GSM3576471,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,29
GSE125527,GSE125527,GSM3576472,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,30
GSE125527,GSE125527,GSM3576473,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,31
GSE125527,GSE125527,GSM3576474,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,32
GSE125527,GSE125527,GSM3576475,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,48
GSE125527,GSE125527,GSM3576476,GPL20301,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,49
GSE125527,GSE125527,GSM3576477,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,33
GSE125527,GSE125527,GSM3576478,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,34
GSE125527,GSE125527,GSM3576479,GPL24676,Rectum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,35
GSE125527,GSE125527,GSM3576480,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,50
GSE125527,GSE125527,GSM3576481,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,36
GSE125527,GSE125527,GSM3576482,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,37
GSE125527,GSE125527,GSM3576483,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,38
GSE125527,GSE125527,GSM3576484,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,39
GSE125527,GSE125527,GSM3576485,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,40
GSE125527,GSE125527,GSM3576486,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,41
GSE125527,GSE125527,GSM3576487,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,42
GSE125527,GSE125527,GSM3576488,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,43
GSE125527,GSE125527,GSM3576489,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,51
GSE125527,GSE125527,GSM3576490,GPL20301,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,52
GSE125527,GSE125527,GSM3576491,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,44
GSE125527,GSE125527,GSM3576492,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,45
GSE125527,GSE125527,GSM3576493,GPL24676,Blood immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,46
GSE125527,GSE125527,GSM3576494,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,53
GSE125527,GSE125527,GSM3576495,GPL20301,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL20301_series_matrix.txt.gz,54
GSE125527,GSE125527,GSM3576496,GPL24676,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,47
GSE125527,GSE125527,GSM3576497,GPL24676,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,48
GSE125527,GSE125527,GSM3576498,GPL24676,Ileum immune cell; cell subtype: immune cells,,10x 5',with TCR/VDJ,downloads/GSE125527/matrix/GSE125527-GPL24676_series_matrix.txt.gz,49
GSE139555,GSE139555,GSM4143655,GPL20301,CD3+ immune cells; phenotype: Lung adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,1
GSE139555,GSE139555,GSM4143656,GPL20301,CD3+ immune cells; phenotype: Lung adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,2
GSE139555,GSE139555,GSM4143657,GPL20301,"CD3+ immune cells; phenotype: Lung squamous cell carcinoma, nonkeratinizing",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,3
GSE139555,GSE139555,GSM4143658,GPL20301,"CD3+ immune cells; phenotype: Lung squamous cell carcinoma, nonkeratinizing",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,4
GSE139555,GSE139555,GSM4143659,GPL20301,"CD3+ immune cells; phenotype: Lung squamous cell carcinoma, keratinizing",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,5
GSE139555,GSE139555,GSM4143660,GPL20301,"CD3+ immune cells; phenotype: Lung squamous cell carcinoma, keratinizing",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,6
GSE139555,GSE139555,GSM4143661,GPL20301,CD3+ immune cells; phenotype: Lung adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,7
GSE139555,GSE139555,GSM4143662,GPL20301,CD3+ immune cells; phenotype: Lung adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,8
GSE139555,GSE139555,GSM4143663,GPL20301,CD45+ immune cells; phenotype: Lung adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,9
GSE139555,GSE139555,GSM4143664,GPL20301,CD45+ immune cells; phenotype: Lung adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,10
GSE139555,GSE139555,GSM4143665,GPL20301,CD45+ immune cells; phenotype: Large cell neuroendocrine carcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,11
GSE139555,GSE139555,GSM4143666,GPL20301,CD45+ immune cells; phenotype: Large cell neuroendocrine carcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,12
GSE139555,GSE139555,GSM4143667,GPL20301,CD45+ immune cells; phenotype: Large cell neuroendocrine carcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,13
GSE139555,GSE139555,GSM4143668,GPL20301,CD3+ immune cells; phenotype: Endometrial adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,14
GSE139555,GSE139555,GSM4143669,GPL20301,CD3+ immune cells; phenotype: Endometrial adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,15
GSE139555,GSE139555,GSM4143670,GPL20301,CD3+ immune cells; phenotype: Endometrial adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,16
GSE139555,GSE139555,GSM4143671,GPL20301,CD3+ immune cells; phenotype: Endometrial adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,17
GSE139555,GSE139555,GSM4143672,GPL20301,CD3+ immune cells; phenotype: Endometrial adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,18
GSE139555,GSE139555,GSM4143673,GPL20301,CD3+ immune cells; phenotype: Endometrial adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,19
GSE139555,GSE139555,GSM4143674,GPL20301,CD45+ immune cells; phenotype: Colorectal adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,20
GSE139555,GSE139555,GSM4143675,GPL20301,CD45+ immune cells; phenotype: Colorectal adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,21
GSE139555,GSE139555,GSM4143676,GPL20301,CD45+ immune cells; phenotype: Colorectal adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,22
GSE139555,GSE139555,GSM4143677,GPL20301,CD45+ immune cells; phenotype: Colorectal adenocarcinoma,,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,23
GSE139555,GSE139555,GSM4143678,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,24
GSE139555,GSE139555,GSM4143679,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,25
GSE139555,GSE139555,GSM4143680,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,26
GSE139555,GSE139555,GSM4143681,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,27
GSE139555,GSE139555,GSM4143682,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,28
GSE139555,GSE139555,GSM4143683,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,29
GSE139555,GSE139555,GSM4143684,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,30
GSE139555,GSE139555,GSM4143685,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,31
GSE139555,GSE139555,GSM4143686,GPL20301,"CD45+ immune cells; phenotype: Renal cell carcinoma, clear cell",,10x 5',with TCR/VDJ,downloads/GSE139555/matrix/GSE139555_series_matrix.txt.gz,32
GSE144469,GSE144469,GSM4288826,GPL20301,Colon pinch biopsy,,10x 5',without TCR/VDJ,downloads/GSE144469/matrix/GSE144469-GPL20301_series_matrix.txt.gz,1
GSE144469,GSE144469,GSM4288827,GPL20301,Colon pinch biopsy,,10x 5',without TCR/VDJ,downloads/GSE144469/matrix/GSE144469-GPL20301_series_matrix.txt.gz,2
