project_id,gse,library_id,platform_id,sample_type,donor_patient,technology_simple,tcr_vdj_flag,matrix_file,library_index
GSE161918,GSE161918,GSM4929107,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,43
GSE161918,GSE161918,GSM4929108,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,44
GSE161918,GSE161918,GSM4929109,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,45
GSE161918,GSE161918,GSM4929110,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,46
GSE161918,GSE161918,GSM4929111,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,47
GSE161918,GSE161918,GSM4929112,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,48
GSE161918,GSE161918,GSM4929113,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,49
GSE161918,GSE161918,GSM4929114,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,50
GSE161918,GSE161918,GSM4929115,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x (unspecified),with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,51
GSE161918,GSE161918,GSM4929116,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,52
GSE161918,GSE161918,GSM4929117,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,53
GSE161918,GSE161918,GSM4929118,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,54
GSE161918,GSE161918,GSM4929119,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,55
GSE161918,GSE161918,GSM4929120,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,56
GSE161918,GSE161918,GSM4929121,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,57
GSE161918,GSE161918,GSM4929122,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,58
GSE161918,GSE161918,GSM4929123,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,59
GSE161918,GSE161918,GSM4929124,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,60
GSE161918,GSE161918,GSM4929125,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x (unspecified),with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,61
GSE161918,GSE161918,GSM4929126,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,62
GSE161918,GSE161918,GSM4929127,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,63
GSE161918,GSE161918,GSM4929128,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,64
GSE161918,GSE161918,GSM4929129,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,65
GSE161918,GSE161918,GSM4929130,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,66
GSE161918,GSE161918,GSM4929131,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,67
GSE161918,GSE161918,GSM4929132,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,68
GSE161918,GSE161918,GSM4929133,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,69
GSE161918,GSE161918,GSM4929134,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,70
GSE161918,GSE161918,GSM4929135,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x (unspecified),with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,71
GSE161918,GSE161918,GSM4929136,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,72
GSE161918,GSE161918,GSM4929137,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,73
GSE161918,GSE161918,GSM4929138,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,74
GSE161918,GSE161918,GSM4929139,GPL24676,Peripheral Blood Mononuclear Cells,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,75
GSE161918,GSE161918,GSM4929140,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,76
GSE161918,GSE161918,GSM4929141,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,77
GSE161918,GSE161918,GSM4929142,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,78
GSE161918,GSE161918,GSM4929143,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,79
GSE161918,GSE161918,GSM4929144,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,80
GSE161918,GSE161918,GSM4929145,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,81
GSE161918,GSE161918,GSM4929146,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,82
GSE161918,GSE161918,GSM4929147,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,83
GSE161918,GSE161918,GSM4929148,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,84
GSE161918,GSE161918,GSM4929149,GPL24676,Peripheral Blood Mononuclear Cells,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,85
GSE161918,GSE161918,GSM4929150,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,86
GSE161918,GSE161918,GSM4929151,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,87
GSE161918,GSE161918,GSM4929152,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,88
GSE161918,GSE161918,GSM4929153,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,89
GSE161918,GSE161918,GSM4929154,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,90
GSE161918,GSE161918,GSM4929155,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,91
GSE161918,GSE161918,GSM4929156,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,92
GSE161918,GSE161918,GSM4929157,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,93
GSE161918,GSE161918,GSM4929158,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,94
GSE161918,GSE161918,GSM4929159,GPL24676,Peripheral Blood Mononuclear Cells,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,95
GSE161918,GSE161918,GSM4929160,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,96
GSE161918,GSE161918,GSM4929161,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,97
GSE161918,GSE161918,GSM4929162,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,98
GSE161918,GSE161918,GSM4929163,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,99
GSE161918,GSE161918,GSM4929164,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,100
GSE161918,GSE161918,GSM4929165,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,101
GSE161918,GSE161918,GSM4929166,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,102
GSE161918,GSE161918,GSM4929167,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,103
GSE161918,GSE161918,GSM4929168,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,104
GSE161918,GSE161918,GSM4929169,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,105
GSE161918,GSE161918,GSM4929170,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,106
GSE161918,GSE161918,GSM4929171,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,107
GSE161918,GSE161918,GSM4929172,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,108
GSE161918,GSE161918,GSM4929173,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,109
GSE161918,GSE161918,GSM4929174,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,110
GSE161918,GSE161918,GSM4929175,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,111
GSE161918,GSE161918,GSM4929176,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,112
GSE161918,GSE161918,GSM4929177,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,113
GSE161918,GSE161918,GSM4929178,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,114
GSE161918,GSE161918,GSM4929179,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,115
GSE161918,GSE161918,GSM4929180,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,116
GSE161918,GSE161918,GSM4929181,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,117
GSE161918,GSE161918,GSM4929182,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,118
GSE161918,GSE161918,GSM4929183,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,119
GSE161918,GSE161918,GSM4929184,GPL24676,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,120
GSE161918,GSE161918,GSM4929185,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,121
GSE161918,GSE161918,GSM4929186,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,122
GSE161918,GSE161918,GSM4929187,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x (unspecified),with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,123
GSE161918,GSE161918,GSM4929188,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,124
GSE161918,GSE161918,GSM4929189,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,125
GSE161918,GSE161918,GSM4929190,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,126
GSE161918,GSE161918,GSM4929191,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,127
GSE161918,GSE161918,GSM4929192,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,128
GSE161918,GSE161918,GSM4929193,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,129
GSE161918,GSE161918,GSM4929194,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,130
GSE161918,GSE161918,GSM4929195,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,131
GSE161918,GSE161918,GSM4929196,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,132
GSE161918,GSE161918,GSM4929197,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x (unspecified),with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,133
GSE161918,GSE161918,GSM4929198,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,134
GSE161918,GSE161918,GSM4929199,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,135
GSE161918,GSE161918,GSM4929200,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,136
GSE161918,GSE161918,GSM4929201,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,137
GSE161918,GSE161918,GSM4929202,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,138
GSE161918,GSE161918,GSM4929203,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,139
GSE161918,GSE161918,GSM4929204,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,140
GSE161918,GSE161918,GSM4929205,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,141
GSE161918,GSE161918,GSM4929206,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,142
GSE161918,GSE161918,GSM4929207,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x (unspecified),with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,143
GSE161918,GSE161918,GSM4929208,GPL24676,Peripheral Blood Mononuclear Cells; molecule: T cell receptor VDJ region reads from mulitmodal scRNAseq,,10x 5',with TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,144
GSE161918,GSE161918,GSM4929209,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,145
GSE161918,GSE161918,GSM4929210,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,146
GSE161918,GSE161918,GSM4929211,GPL24676,Peripheral Blood Mononuclear Cells,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,147
GSE161918,GSE161918,GSM4929212,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,148
GSE161918,GSE161918,GSM4929213,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,149
GSE161918,GSE161918,GSM4929214,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,150
GSE161918,GSE161918,GSM4929215,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,151
GSE161918,GSE161918,GSM4929216,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,152
GSE161918,GSE161918,GSM4929217,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,153
GSE161918,GSE161918,GSM4929218,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,154
GSE161918,GSE161918,GSM4929219,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,155
GSE161918,GSE161918,GSM4929220,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,156
GSE161918,GSE161918,GSM4929221,GPL24676,Peripheral Blood Mononuclear Cells,,10x (unspecified),without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,157
GSE161918,GSE161918,GSM4929222,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,158
GSE161918,GSE161918,GSM4929223,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,159
GSE161918,GSE161918,GSM4929224,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,160
GSE161918,GSE161918,GSM4929225,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,161
GSE161918,GSE161918,GSM4929226,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,162
GSE161918,GSE161918,GSM4929227,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,163
GSE161918,GSE161918,GSM4929228,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,164
GSE161918,GSE161918,GSM4929229,GPL24676,Peripheral Blood Mononuclear Cells,,10x 5',without TCR/VDJ,downloads/GSE161918/matrix/GSE161918_series_matrix.txt.gz,165
