n_input_cells,n_predicted_positive_raw,n_known_or_likely_fp_removed,n_fp_primary_abt_gold_removed,n_fp_paired_TCRAB_no_gdT_removed,n_gold_gdT_fn_added,n_final_atlas_cells,n_final_predicted_retained,n_final_gold_fn_added,n_final_primary_gdt_gold,n_final_gdt_silver,n_final_unlabeled_or_ambiguous,n_final_primary_abt_gold
5128904,251356,5580,1183,5580,11232,257008,245776,11232,57776,2031,197201,0
