cells_before,cells_after,cells_removed_total,removed_obvious_non_tnk,removed_high_conf_doublet,genes_before,genes_after,genes_removed_lt_min_cells,min_gene_cells,key_tnk_genes_kept_n,key_tnk_genes_dropped_n
5951196,5950935,261,261,0,57562,23536,34026,500,11,0
