cells,genes,leiden_clusters,hvgs,hvg_method,hvg_excluded_genes_total,hvg_excluded_mitochondrial,hvg_excluded_ribosomal,hvg_excluded_noncoding_like,phase3_sanitized_cells_removed,unique_phase3_batches,unique_gses,scanvi_executed,scanvi_subset_cells,scanvi_subset_strata,label_transfer_method,scanvi_detailed_labels,scanvi_superclasses,reference_other_cells,mean_scanvi_confidence,metadata_matches,metadata_unmatched
6443879,27413,29,4000,reused_saved_model,3935,13,214,3708,5947,1104,37,True,236476,977,subset_scANVI_plus_latent_centroid,229,3,2278375,0.10341934859752655,6443879,0
